FSC111,"Unifying themes in biology: Concepts common to all living things; org anization of life; methods of inquiry in Biology. Properties of life: Cellular basis of life, tissues, organs and organ systems; metabolism- anabolism and catabolism; homoeostasis (homeostasis); irritability; development and growth; reproduction; heredity and evolution. Cell structure and function: Prokaryotic and Eukaryotic cells; cell membrane, cell organelles, Respiration and Photosynthesis reproduction: Asexual and Sexual Reproduction; selected life cycles; the human female reproductive cycle. Ecology: Concept of populations and communities; interactions among organisms: competition, predation, parasitism, commensalism, mutualism, ecosystems- trophic level, food chain, food web; Nitrogen and Carbon cycles; Biosphere; Man and the environment: pollution; biological control; growth and pressure on resources. Heredity: Mitosis and Meiosis; autosomes; sex chromosomes and sex determination in man; first law of inheritance; chemical nature of the gene and gene action classification and evolution of living things: Taxonomy, Taxa; binomial nomenclature; Evolution: geological time chart, natural selection; evolution of man.",C,
FSC112,"Measurement and Precision: SI units, prefixes used in SI system, conversion, Absolute and relative errors, accuracy and precision, significant figures in calculation (addition, subtraction, multiplication and division) Stoichiometry: Relative atomic masses, average atomic masses. Stoichiometry: The mole, molar mass, percentage composition of compounds, determination of the formula of a compound (empirical formula, molecular) chemical equations, balancing of chemical equations, limiting reagent, percentage yield. Solutions and ways of expressing concentration of solution, dilution. Types of chemical reactions (precipitation, acid-base and oxidation-reduction reactions): Rules for the solubility of salts in water, stoichiometry of precipitation reactions. Acid-base titration, equivalent and stoichiometric point, oxidation and reduction reaction, reducing and oxidizing agents, rules for assigning oxidation states, balancing of redox equation in acidic and basic media. Stoichiometry of redox reactions. Classification of matter- pressure and temperature behaviour of gases, liquids and solids. Phase diagram representation of gas, liquid and solid in equilibrium. Triple point of substances. Liquefaction. The fundamental particles, neutron, proton and electron. Bohr picture of atom, Quantum number, Pauli Exclusion Principle; Long and shorthand representation of electron(s) configuration, Aufbau Principle; orbital electron filling and orbital energies. Period and group classification of elements. Valence relationship; nuclear charge, atomic size and atomic radii; general trend in ionization energy along the periods with the observed anomaly. Chemical kinetics: Determination of the rates of reaction; Mathematical expression of rate; The rate law expression classifying reactions by order: first order, second order, third order or zero order; Half-life reaction; Determination of reaction concentration, collision model, activation energy. Chemical equilibrium; The description of chemical equilibrium: static and dynamic equilibrium; Reactions at equilibrium; Writin g equilibrium reactions; Calculating equilibrium constant; Factors affecting equilibrium positions: changes in concentration, temperature, pressure or volume; Relationship between K p and K c . The pH and pOH; Calculations of pH and pOH; Solubility products calculations; Thermodynamics: thermochemistry, exothermic and endothermic reactions; Electrochemical cells, Galvanic cells. Introduction to Organic Chemistry, Bonding in carbon, compounds Atomic orbitals; Hybridisation, Elemental analysis of organic compounds, isolation, purification and analysis. Nomenclature of organic functional groups, Isomerism. Hydrocarbons and simple reactions of alkanes, alkenes, alkenes",C,
FSC113,"History of computers: Historical development of Computers and their generations. Classification of computers: Classification of Computers by age of technology; Classification of Computers by types of data processes; Classification of Computers by purpose. Computer hardware: Functional units of a Computer; Peripheral units. Computer software: System software; Application software; Computer languages. Introduction to programming: Problem definition; Problem analysis and modeling. Flowcharts and algorithms. Programming in visual BASIC: Visual BASIC programming environment; Fundamental features of Visual BASIC; Data types and data declaration; Operators and expression; Control structures. Program testing and running: computer processing modes: information representation: Classifying information ; Representation of characters and numbers; Binary number system; Decimal to binary conversion; Binary to decimal conversion; Computer Arithmetic Processing modes; Computer networks Program testing; Error debugging. Introduction to internet: Software tool; Intranet software; Extranet software",C,
PHS123,"Simple experiments illustrating the key topics covered in FSC115, PHS121 and PHS122 theoretical courses."
PHS211,"Review of coordinate transformations. Particle kinematics and dynamics. Systems of particles, Central orbits – Keplerian case. Elementary motion of rigid bodies. Newtonian gravitation. Conservative forces and potentials. Defects of Newtonian mechanics and the essence of special relativity."
PHS213,"Electrostatics: Method of images. D.C. Network analysis and circuit theories. R-C and L-C circuits, transient time constants. A. C. circuits; inductance capacitance, transformers; eddy currents; hysteresis. Sinusoidal waveforms: R.M.S.. and peak values; maximum power theorem. Q-factor of RLC circuits. Filters."
PHS224,"Geometrical optics; image formation and location in both thin and thick lenses; principal planes, Interference, diffraction and polarization. Masers and lasers; holography; dispersion and scattering."
MAT121,"Introduction to sets and mapping, basic algebraic structure, polynomials, determinants and matrices, Solution of algebraic and transcendental equation. Elements of Coo rdinate Geometry. The straight line, conic section: Circles, parabola, ellipse, hyperbola, tangents and normals."
MAT213,"Further differentiation and integration. Maclaurin series, Taylor series (mean value theorems). Functions of several variables: Partial differentiation, function of a function, differentials exact differential, total derivative, change of variables, Jacobeans’ Taylor series in two variables. Applications of partial derivatives to geometry, errors, extreme and the use of Lagrangian multipliers. Differential equations: First order equations; Separable, homogeneous, exact, linear, Bernoulli and Rocatti equation. Geometric and physical application. Exponential function, exponential growth and decay problems hyperbolic functions."
MAT223,"Laplace transform: Transforms and their inverses convolution theorem. Fourier series: Fourier coefficient and expansions, cosine and sine series, change of interval. Second order ordinary differential equations with constant coefficients . General theory of the order linear equations. Solution by Laplace transform method. Total differential equations. Partial differential equations: Classification, Euler’s equation and its general solution. Application of ordinary differential equation to physical, life and social sciences."
CHM121,"Chemical bonding: ionic, covalent, coordinate, metallic, hydrogen boding and van der Waals forces. Bond energy and bond angle. Shapes of simple covalent molecules. Gaseous state – ideal and non-ideal behaviour. Solutions – types of solution, solubility and vapour pressure. Simple treatment of Chemical thermodynamics: Internal energy change ∆U, enthalpy change, ∆H entropy change, ∆S and free energy change, ∆G and the relationship between them (∆G = ∆H - T∆S) and applications of the equation. Trends in the physical and chemical properties of elements and their compounds (oxides, hydrides, hydroxides and chlorides) in period and groups of the periods of the periodic table. Transition metals – first row only. Characteristic properties of the elements and their ions. Introductory radioa ctivity. Organic Chemistry – alcohols, acids, esters, aldehydes, ketones (aliphatic and aromatic), polymers and biologically important molecules."
CHM211,"Origin of the Quantum Theory. Atomic spectra: the Bohr atom, extension of Bohr theory. Wave mechanical treatment of atomic structure; particle- wave duality, the Schrodinger wave equation, atomic orbitals and multi-electron systems. Periodic classification and electron configurations. Periodic properties trend of atomic and ionic radii, ionization energy, electron affinity and electronegativity. Chemical bonding: ionic bonding – energetics of ionic bonds: Lattice energy and its application (Born-Haber cycle). Covalent Bonding: The valence bond theory: Hybridisation, molecular – orbital theory; the LCAO method, Homo-and Heteronuclear diatomic molecule. Bond length. Metallic bonding -band or zone theory. Intermolecular forces – van der Waals, hydrogen bonding, dipole-dipole interactions. Electrode potential and non-aqueous solvent. Co-ordinaton compounds (structure of complexes, co-ordination number and geometry). Nomenclature, isomerism, simple treatment of crystal field theory (CFT), splitting of d-orbitals into octahedral, square planar and tetrahedral."
CHM212,"The kinetic theory of gases. Molecular velocities and their distribution. Heat capacity of gases and the equipartition of energy. First law of thermodynamics and its applications. Applications of physical properties to chemical constitution: refraction, magnetic rotation, dipole moments, etc. Electrochemistry of solutions, concentration terms, molarity, etc. Fractional and steam distillations. Partition law and absorption chromatography, colligative properties. Formulation of rate equations for simple systems."
CHM213,"Application of the concepts of atomic and molecular orbital of the alkanes, alkenes, alkynes. Nomenclature, methods of preparation, physical and chemical properties of the aliphatic hydrocarbons. The chemistry of benzene and the alkyl benzene, including electrophilic aromatic substitution. The chemistry of monofunctional aliphatic and aromatic compounds including halogeno -compounds, alcohols and phenols, ethers, aldehydes and ketones, carboxyclic acids and derivatives, nitrogen compounds (amines, n itriles and nitrohydrocarbons). Emphasis should be laid on mechanistic interpretation of the reactions of the organic compounds. Mention should be made of the industrial methods of preparation and applications where applicable, the impact of chemicals from petroleum should be stressed."
STA121,"Introduction to probability. Binomial, Poisson and normal distribution. Test of sig nificance based on the normal distribution. Goodness of fit tests. Regression and correlation. Some basic sampling techniques."
CSC212,"Fundamental techniques of algorithm design and program development. Topics include structured programming, simple data elements, sequential operations, iterative statements , selection statements, data aggregation, functions and subroutines/procedure. Example. To demonstrate a variety of application for computer programming. Java and C programming languages are to be used for illustrating the examples."
CSC225,"Principles and practices of basic numerical computation as a key aspect of scientific computation. Visualization of data. Approximation by splines, fast Fourier transforms; Solution of linear and non-linear equations, floating-point number systems, error convergence and stability."
